State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual Total,Kharif,Rabi
Assam,Dhubri,2009,0,0,18.6,146.5,226.2,502.2,187.4,455.6,168.2,116.5,0.2,0,1821.4,1656.1,165.3
Assam,Dhubri,2010,0,0,66.7,426,558.5,563.5,340,251,286,36.7,1.4,1.9,2531.7,2035.7,496
Assam,Dibrugarh,2004,27.2,37.4,165,256.5,481.8,269.9,480.9,450.8,287.2,172.6,0.8,10.6,2640.7,2143.2,497.5
Assam,Dibrugarh,2005,45.7,140.7,227,200,208.5,304.2,381.2,371.2,76.5,88.6,25.6,0,2069.2,1430.2,639
Assam,Dibrugarh,2006,1.6,158.3,64.5,319.6,285.2,307.2,458.6,270.6,291.5,57.2,26.1,14.2,2254.6,1670.3,584.3
Assam,Dibrugarh,2007,2.3,56.2,17.7,330.3,162,431.5,631.8,258,367.7,98.1,13.8,8.2,2377.6,1949.1,428.5
Assam,Dibrugarh,2008,35.7,17.4,180.1,190.3,254.4,487.4,517.9,441.8,229,82.3,6.8,5.4,2448.5,2012.8,435.7
Assam,Dibrugarh,2009,20.2,34,36.3,196.9,153.4,359.8,416.6,530.9,268.4,134.9,24.1,7.6,2183.1,1864,319.1
Assam,Dibrugarh,2010,1.3,9.8,143.1,436.7,334.5,333.7,447.2,397.3,398,90.4,35.4,6.5,2633.9,2001.1,632.8
Assam,Goalpara,2004,4,0,59.9,N.A.,257.9,392.4,979.6,223,200.2,476,6.4,4.2,N.A.,2529.1,74.5
Assam,Goalpara,2005,12.6,2.1,103.8,296.2,287.2,668.3,493.2,443.6,101.9,401.7,0,0,2810.6,2395.9,414.7
Assam,Goalpara,2006,0,0,0,130.1,281.2,324.6,309.3,356.5,405.3,123.9,4.9,7.2,1943,1800.8,142.2
Assam,Goalpara,2007,0,53.7,50.4,351,165.9,365.4,467.8,432.3,322.6,134.9,0,0,2344,1888.9,455.1
Assam,Goalpara,2008,50.8,1,142.7,348.8,245.2,435.6,453.3,627.8,311.1,140.6,0,0,2756.9,2213.6,543.3
Assam,Goalpara,2009,0,0,91.6,240.3,313.7,312.2,498.6,480.8,84.6,151.8,0,0,2173.6,1841.7,331.9
Assam,Goalpara,2010,N.A.,N.A.,52.4,484.2,485.5,612,234.5,177.9,107.1,106.4,4.2,2.1,N.A.,1723.4,542.9
Assam,Golaghat,2004,12,17,65.8,389.8,135.8,218.2,348,282.6,179.9,213.6,8.2,0.1,1871,1378.1,492.9
Assam,Golaghat,2005,50.4,21.2,151.3,152,138.9,150.8,271.4,300.2,99.8,88.1,1.8,0,1425.9,1049.2,376.7
Assam,Golaghat,2006,2.5,65.4,21.4,137.8,143.6,219.3,265.3,145.2,148.1,82.4,20.4,3.3,1254.7,1003.9,250.8
Assam,Golaghat,2007,8.1,99.9,61.3,79.6,125.8,191.2,223.6,230.7,257.8,50.1,24.1,4.4,1356.6,1079.2,277.4
Assam,Golaghat,2008,17.2,5.3,81.6,53.3,210.7,278.9,253.2,240.5,132.6,74.6,0,3.1,1351,1190.5,160.5
Assam,Golaghat,2009,0,15.3,40.3,140.9,114.2,163.2,334,187.5,151.7,70.4,6.6,8.3,1232.4,1021,211.4
Assam,Golaghat,2010,N.A.,N.A.,111.1,213.8,305,281,339.4,183.8,175.5,85.7,7.5,1.2,N.A.,1370.4,333.6
Assam,Hailakandi,2004,0,0,12.8,594.3,285.7,269.8,565,450.8,261.1,172.5,0,4.8,2616.8,2004.9,611.9
Assam,Hailakandi,2005,0.1,50.5,337.1,172,486.2,299.9,596.9,359.1,237.6,130.2,0,1,2670.6,2109.9,560.7
Assam,Hailakandi,2006,0,20.5,1.1,175.2,392.2,671.4,347.1,265.6,165.8,156.3,6.9,0,2202.1,1998.4,203.7
Assam,Hailakandi,2007,0,119,58.9,368.1,306.4,556.2,296.8,401.5,495.1,211.7,62.8,0,2876.5,2267.7,608.8
Assam,Hailakandi,2008,23.3,9.2,87.2,61.6,194.9,340.5,396.2,661.4,247.9,277.7,0,0,2299.9,2118.6,181.3
Assam,Hailakandi,2009,0,2.2,68.8,97.2,125.5,116.3,164,168.9,284,61.6,8,0,1096.5,920.3,176.2
Assam,Hailakandi,2010,N.A.,N.A.,131.8,420,303.6,218.5,139.8,215,146.3,77,6.6,14.4,N.A.,1100.2,572.8
Assam,Jorhat,2004,36.4,37.6,133.5,305.4,307.2,187.2,326.1,204.5,337.7,229.2,5.4,1.8,2112,1591.9,520.1
Assam,Jorhat,2005,36.4,24.3,227.9,154.2,219.6,192.1,263.4,281.4,140.9,60.9,14.9,0,1616,1158.3,457.7
Assam,Jorhat,2006,5.6,105.7,38.8,140.5,155.4,245.4,332,226.2,157.4,73.3,20.1,11.4,1511.8,1189.7,322.1
Assam,Jorhat,2007,0.1,76.3,29.4,212.8,189,274.6,300.8,318,355.1,28.5,25.3,17.6,1827.5,1466,361.5
Assam,Jorhat,2008,27.7,8.3,89.9,181.8,203.3,329.9,357.1,330.5,125,122.5,0,2.1,1778.1,1468.3,309.8
Assam,Jorhat,2009,6.6,21.7,26,154,187.8,225,293.4,286.8,101.5,57.8,18.7,0.7,1380,1152.3,227.7
Assam,Jorhat,2010,N.A.,N.A.,108,325,272.4,328,413.8,290.3,187.1,113.9,27.6,8.8,N.A.,1605.5,469.4
Assam,Kamrup,2004,9.1,17.7,17.3,484.5,143.1,334.3,381.1,117.9,91.5,273.4,1.2,1.1,1872.2,1341.3,530.9
Assam,Kamrup,2005,19.7,3.7,143.1,174.5,261.9,168.5,205.9,520.2,92.3,145.1,2.2,0,1737.1,1393.9,343.2
Assam,Kamrup,2006,0,10.1,9.8,210.6,252.2,218.5,157.2,118,77.1,104.6,22.6,8.1,1188.8,927.6,261.2
Assam,Kamrup,2007,0,90.1,30.8,305.7,204.6,344.2,416.5,112.4,224,141,20.1,0,1889.4,1442.7,446.7
Assam,Kamrup,2008,33.7,10.2,139.2,159.1,143.1,353.8,236.3,281,125.9,115.6,0,1.7,1599.6,1255.7,343.9
Assam,Kamrup,2009,0,1.6,60.1,112.1,200.1,190.2,363.1,286.7,99.5,119,3.7,4.2,1440.3,1258.6,181.7
Assam,Kamrup,2010,N.A.,N.A.,124.1,369.7,356,482.7,250.9,233.5,223.2,75.7,5.3,0.5,N.A.,1622,499.6
Assam,Karbi Anglong,2009,0,0,0,17.8,122,79.1,253.1,190.3,123.6,84.1,2.9,0,872.9,852.2,20.7
Assam,Karbi Anglong,2010,N.A.,N.A.,38.8,132.2,135.5,147.7,76.7,201.5,103.7,106.8,0.3,0.6,N.A.,771.9,171.9
Assam,Karbi Anglong,2004,2.5,1.1,25.5,217.2,121.5,184.3,411.3,130.8,202.6,216.5,6.9,2.9,1523.1,1267,256.1
Assam,Karbi Anglong,2005,22.7,3.8,185.5,26.2,116,96.1,179.3,242.1,151.8,100,0,0,1123.5,885.3,238.2
Assam,Karbi Anglong,2006,0,7.3,1.7,71.1,182.1,123.2,274.9,58.3,96.3,97.5,12.6,0,925,832.3,92.7
Assam,Karbi Anglong,2007,0,109.8,1.3,131.1,77.2,208.5,156.7,260.3,241.9,98,49.1,5.9,1339.8,1042.6,297.2
Assam,Karbi Anglong,2008,13.1,14.8,50.2,47,118.8,164.1,169.4,266.5,241.2,100.3,0,0,1185.4,1060.3,125.1
Assam,Karimganj,2004,0,3.3,42.8,831.8,1049,443.5,1013.8,584,428.4,127.4,0,7.1,4531.1,3646.1,885
Assam,Karimganj,2005,0.1,25,580.4,224,621,376,1192.9,539.6,279.6,267.9,0,0,4106.5,3277,829.5
Assam,Karimganj,2006,0,35.4,17.7,271.2,579.6,1410.8,357.8,235.8,278.4,57.6,0,0,3244.3,2920,324.3
Assam,Karimganj,2007,0,67.2,38.3,470.9,342.3,740.6,513.2,431.8,629,153.8,84.4,0,3471.5,2810.7,660.8
Assam,Karimganj,2008,2,5.4,102,93.4,240,272.8,306.1,326.7,84,92.4,0,0,1524.8,1322,202.8
Assam,Karimganj,2009,0,0,21.1,89.2,96,611.2,470.1,548.1,281.1,169.3,10.5,0,2296.6,2175.8,120.8
Assam,Karimganj,2010,N.A.,N.A.,57.4,742.3,268.6,700.2,282.8,332.7,561.6,49.1,5,20.2,N.A.,2195,824.9
Assam,Kokrajhar,2004,13.5,0,68.1,453,576,740.7,1352.3,406.3,741.7,282.6,1.3,0,4635.5,4099.6,535.9
Assam,Kokrajhar,2005,13.6,4.8,133.7,265,458.4,808.9,748.3,601.3,174.8,463.3,13.5,0,3685.6,3255,430.6
Assam,Kokrajhar,2006,0,1,0,131.7,390.8,397.7,537.2,343.9,572,12,0,19.2,2405.5,2253.6,151.9
Assam,Kokrajhar,2007,0,0,34.6,267.9,407.4,637.6,700,374.4,618.2,198,0,1,3239.1,2935.6,303.5
Assam,Kokrajhar,2008,48,6.6,135.4,315.4,336.8,481,517.2,1202.1,561.4,232.4,0,0,3836.3,3330.9,505.4
Assam,Kokrajhar,2009,1.4,0,73.2,152.4,587.2,452.4,312.3,879.1,124.2,266.9,0,0,2849.1,2622.1,227
Assam,Kokrajhar,2010,N.A.,0,87.1,595.2,643.6,660.1,859.9,578.5,626.2,45.5,0.1,0,N.A.,3413.8,682.4
Assam,Lakhimpur,2004,29.8,36,155.3,254.1,638.6,441.2,493.8,477.7,320.7,296.4,2.9,31.9,3178.4,2668.4,510
Assam,Lakhimpur,2005,42.7,116.6,164.8,229.6,275.1,545.5,504.4,649.8,147,102.6,37.8,0,2815.9,2224.4,591.5
Assam,Lakhimpur,2006,6.3,130.5,33.5,218.3,339.6,658,570.2,398.4,324.6,123.2,48.7,25.1,2876.4,2414,462.4
Assam,Lakhimpur,2007,13.8,81.5,41.3,295.4,411,650.6,675.2,512.5,409,122,14.1,19.4,3245.8,2780.3,465.5
Assam,Lakhimpur,2008,53,39.5,96.4,151.5,272.2,602.8,472.6,561.2,333.4,99.6,9.5,1.1,2692.8,2341.8,351
Assam,Lakhimpur,2009,15.8,24,26.1,188.7,237.4,327.4,455.9,746.2,152.4,150.5,30.5,10.4,2365.3,2069.8,295.5
Assam,Lakhimpur,2010,N.A.,N.A.,149.8,349,349.6,808.6,488.7,490,529.9,59.2,38.5,4.4,N.A.,2726,541.7
Assam,Morigaon,2004,13.2,9,9.6,253.4,149.2,296.7,277.8,102,279.1,278.3,0,1.4,1669.7,1383.1,286.6
Assam,Morigaon,2005,36,7.7,106.7,77.5,148.5,137.2,291.4,240.6,141.4,214.6,27.8,0,1429.4,1173.7,255.7
Assam,Morigaon,2006,0,22.3,0,116.8,72.2,312.3,246.6,251.2,222,48.8,21.8,7,1321,1153.1,167.9
Assam,Morigaon,2007,0,78.1,23.4,128.2,128.1,255.1,478.6,213.4,192.2,112.4,28.2,0,1637.7,1379.8,257.9
Assam,Morigaon,2008,31.4,6,118.8,81.2,153.4,319.4,388.9,272.6,322.2,114.8,0,4.8,1813.5,1571.3,242.2
Assam,Morigaon,2009,0,0,41.8,25,231.6,96.7,383.4,269.6,137.6,95.2,4.6,10.8,1296.3,1214.1,82.2
Assam,Morigaon,2010,N.A.,N.A.,46.9,178.6,235.7,488.7,270.6,322.5,146.1,109.2,0.6,2.4,N.A.,1572.8,228.5
Assam,N. C. Hills,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Assam,N. C. Hills,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Assam,N. C. Hills,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Assam,N. C. Hills,2007,N.A.,N.A.,15,143,385,397,N.A.,0,N.A.,N.A.,N.A.,N.A.,N.A.,782,158
Assam,N. C. Hills,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Assam,N. C. Hills,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,N.A.,0,0
Assam,N. C. Hills,2010,N.A.,N.A.,36.3,195.5,104.2,195.8,201,241.4,178,45.8,3.1,23.3,N.A.,966.2,258.2
Assam,N.A.lbari,2004,24.6,22,114.4,346.4,290.4,670.5,667.5,133.9,113.5,130.2,0.9,13.5,2527.8,2006,521.8
Assam,N.A.lbari,2005,15.3,25.9,156.4,402.3,211.9,314,392.4,501.5,159,194.7,12.3,0,2385.7,1773.5,612.2
Assam,N.A.lbari,2006,0,27.4,3.4,200.1,182.4,436.6,244,104.6,209.7,71.3,26.4,12.8,1518.7,1248.6,270.1
Assam,N.A.lbari,2007,0,89.3,43.1,301.5,223.4,419.1,519.8,246.8,246.5,218.1,13.2,0,2320.8,1873.7,447.1
Assam,N.A.lbari,2008,29.1,18.9,120.4,343.4,199.7,299.1,446.6,328.1,265.1,144,0,0,2194.4,1682.6,511.8
Assam,N.A.lbari,2009,0,1.8,55.7,140.8,179.5,237.5,387,313.7,93.4,99.7,7.9,12.6,1529.6,1310.8,218.8
Assam,N.A.lbari,2010,N.A.,N.A.,138.8,516.7,393.3,602.2,281.4,186.6,240.4,45.4,3.1,2.2,N.A.,1749.3,660.8
Assam,Nowgong,2004,21.4,0,5.5,300.3,23.8,172.6,268.6,134.9,154.7,194.4,0,3.2,1279.4,949,330.4
Assam,Nowgong,2005,57,9.2,91.3,71.7,93.4,101.9,178.1,197.1,80.8,137,0.9,0,1018.4,788.3,230.1
Assam,Nowgong,2006,0,22.7,13.1,58.5,183.3,186.7,160,157.2,179.5,62.4,22.4,23.3,1069.1,929.1,140
Assam,Nowgong,2007,0,56.9,13.2,159.9,108.8,290.2,297.6,240.3,341.3,123.6,45.8,0,1677.6,1401.8,275.8
Assam,Nowgong,2008,16.8,3.4,62.4,159.5,99.6,253.7,161.1,288,215.6,94.1,0,0,1354.2,1112.1,242.1
Assam,Nowgong,2009,0,1.9,22.7,28.4,79,87.1,159.2,150.1,84.8,101.2,0.6,0.1,715.1,661.4,53.7
Assam,Nowgong,2010,N.A.,N.A.,45.8,168.7,205.8,226.3,162.5,362.7,161.4,105.9,6.1,3.2,N.A.,1224.6,223.8
Assam,Sibsagar,2004,47.6,66.4,82.7,232.8,300.1,344.3,386.9,290.1,236.2,181.3,7.4,0.1,2175.9,1738.9,437
Assam,Sibsagar,2005,38.7,61.7,159,227.8,152.7,217.3,397.8,423,62.7,101.5,11.5,0,1853.7,1355,498.7
Assam,Sibsagar,2006,0.2,97.9,12.5,117.5,156.9,231.7,367.6,196.2,171.3,26.4,31.1,4.4,1413.7,1150.1,263.6
Assam,Sibsagar,2007,4,38.1,14.7,203.9,99.3,281.3,403.4,293.9,359.1,24.6,23.5,6.5,1752.3,1461.6,290.7
Assam,Sibsagar,2008,16,5.6,77.9,97,193.5,327.8,356.5,293.9,190.6,108.1,4.6,0.3,1671.8,1470.4,201.4
Assam,Sibsagar,2009,7.1,28.7,26.1,122.4,88,256,280.8,396.1,309.8,105.9,23.5,0,1644.4,1436.6,207.8
Assam,Sibsagar,2010,N.A.,N.A.,60.7,317.9,303.8,267.7,417.6,347.8,432.9,159.7,28.2,0,N.A.,1929.5,406.8
Assam,Sonitpur,2004,12.2,20.3,55.6,295.8,378.9,316.1,330,318.9,256.6,186.4,1.5,5.9,2178.2,1786.9,391.3
Assam,Sonitpur,2005,18.8,27.2,87,196.9,238.1,231.1,217.9,296.9,88.2,150.7,8,0,1560.8,1222.9,337.9
Assam,Sonitpur,2006,0.2,39.9,0.9,161.4,195.5,313.1,131.5,131.2,130.8,58.3,22.1,7.1,1192,960.4,231.6
Assam,Sonitpur,2007,1.1,79.7,33.8,323.2,258.5,450.2,412.7,426.3,349.9,94.2,19.5,25.6,2474.7,1991.8,482.9
Assam,Sonitpur,2008,43.1,4,64.2,231,253.7,446.7,475.1,369.1,210.5,123.5,2.4,1.2,2224.5,1878.6,345.9
Assam,Sonitpur,2009,5.4,14.6,39.4,95,244,289.1,331.2,312.3,155,108.8,31.2,7.4,1633.4,1440.4,193
Assam,Sonitpur,2010,N.A.,N.A.,126.9,328.8,342.6,703.4,299.2,404,220,38.7,7.3,1.1,N.A.,2007.9,464.1
Assam,Tinsukia,2004,35.5,72.4,180,263.6,419.5,306.6,617.9,302.3,366.1,176.3,2.1,16.2,2758.5,2188.7,569.8
Assam,Tinsukia,2005,55.2,183.4,331.3,217.4,236,300.1,485.4,415.4,102.2,145.3,16.7,0,2488.4,1684.4,804
Assam,Tinsukia,2006,0,155.5,64.6,168.2,223.5,259,390.8,324.1,274.5,83.8,19.4,15.8,1979.2,1555.7,423.5
Assam,Tinsukia,2007,3.1,99.8,22.2,241.5,191,431.5,564.7,294.1,436.9,117.4,28.1,19.9,2450.2,2035.6,414.6
Assam,Tinsukia,2008,44.2,51.3,272.3,213.1,180.5,445,491.6,521.9,151.7,79.7,7.7,7.7,2466.7,1870.4,596.3
Assam,Tinsukia,2009,31.2,31.5,46.4,158.6,118,268.3,344.2,554.2,213.8,129.9,39,1.7,1936.8,1628.4,308.4
Assam,Tinsukia,2010,N.A.,N.A.,141.7,494.2,438.2,333,461.1,263.8,358.2,86.9,39.8,27.8,N.A.,1941.2,703.5
Bihar,Araria,2004,10.2,0,0,64.8,153.5,320.8,801.6,230.1,263.1,88.2,0,N.A.,N.A.,1857.3,75
Bihar,Araria,2005,0,5.5,2,38.8,31.7,438.3,397.4,314.2,126,29.3,0,0,1383.2,1336.9,46.3
Bihar,Araria,2006,0,0,4.2,17.3,N.A.,465.2,287.8,154.8,316.6,57.6,0,0,N.A.,1282,21.5
Bihar,Araria,2007,N.A.,N.A.,N.A.,N.A.,0,96,410.6,416.3,310.2,0,0,N.A.,N.A.,1233.1,0
Bihar,Araria,2008,N.A.,N.A.,N.A.,N.A.,N.A.,152.4,766.3,467.5,242.7,71.8,0,0,1700.7,1700.7,0
Bihar,Araria,2009,0,0,13.8,12.3,204.5,185.5,307.1,530,60.1,68,3,0,1384.3,1355.2,29.1
Bihar,Araria,2010,0,0,0,17.2,97.5,218.3,590.8,203,288.4,41.7,0,0,1456.9,1439.7,17.2
Bihar,Aurangabad,2004,19.8,N.A.,0,0,13.2,236.7,160.2,154.3,106.3,6.1,N.A.,N.A.,N.A.,676.8,19.8
Bihar,Aurangabad,2005,28.6,36.4,0,0,N.A.,38.1,152.1,147.9,143.8,0,N.A.,10.1,N.A.,481.9,75.1
Bihar,Aurangabad,2006,N.A.,N.A.,N.A.,N.A.,N.A.,72,263.7,192.4,165.9,10,N.A.,N.A.,N.A.,704,0
Bihar,Aurangabad,2007,N.A.,N.A.,N.A.,N.A.,N.A.,115,521.9,445.8,261.8,13.2,N.A.,N.A.,N.A.,1357.7,0
Bihar,Aurangabad,2008,N.A.,N.A.,N.A.,N.A.,N.A.,223.3,312.7,251.3,70.8,0,N.A.,N.A.,N.A.,858.1,0
Bihar,Aurangabad,2009,N.A.,N.A.,N.A.,N.A.,N.A.,20.6,212.8,457.2,285.5,56.5,N.A.,N.A.,N.A.,1032.6,0
Bihar,Aurangabad,2010,0,0,0,0,0,45.2,199.5,152.6,124.3,48,0,0,569.6,569.6,0
Bihar,Begusarai,2004,22.2,0,0,0,34.2,165.8,412.8,67,58,N.A.,N.A.,N.A.,N.A.,737.8,22.2
Bihar,Begusarai,2005,14,15,30.4,0,35,23,280.4,261.1,139.6,4,N.A.,0,N.A.,743.1,59.4
Bihar,Begusarai,2006,0,0,N.A.,N.A.,N.A.,N.A.,384.8,23.4,204.3,0,N.A.,N.A.,N.A.,612.5,0
Bihar,Begusarai,2007,N.A.,N.A.,N.A.,N.A.,0,11.8,269.8,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,281.6,0
Bihar,Begusarai,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Begusarai,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,155.9,198.2,146.2,160,0,0,N.A.,660.3,0
Bihar,Begusarai,2010,0,N.A.,N.A.,N.A.,N.A.,N.A.,284,230,196,107,0,0,N.A.,817,0
Bihar,Bhabua,2004,N.A.,N.A.,N.A.,0,8.6,206.5,239.4,359.8,64,0,N.A.,N.A.,N.A.,878.3,0
Bihar,Bhabua,2005,N.A.,N.A.,N.A.,N.A.,N.A.,58.2,54.7,230.6,102.6,0,N.A.,0,N.A.,446.1,0
